Genomes	species	domain	raffinose--builds_acid_from	melibiose--builds_acid_from	L-alanine--carbon_source	maltose--carbon_source	D-galactose--carbon_source	D-mannose--carbon_source	raffinose--carbon_source	cellobiose--carbon_source	lactose--carbon_source	melibiose--carbon_source		tryptophan--energy_source	nitrate--reduction	raffinose--fermentation	D-mannose--fermentation	urea--hydrolysis	L-glutamate--degradation	arginine--hydrolysis	sorbitol--builds_acid_from	cellobiose--builds_acid_from	myo-inositol--builds_acid_from	L-rhamnose--builds_acid_from	trehalose--builds_acid_from	D-arabitol--builds_acid_from	L-arabinose--builds_acid_from	sucrose--builds_acid_from	D-glucose--builds_acid_from	malonate--assimilation	palatinose--builds_acid_from	ribitol--builds_acid_from	maltose--builds_acid_from	D-mannitol--builds_acid_from	Potassium_5-ketogluconate--builds_acid_from	D-galacturonic_acid--builds_acid_from	L-arabitol--builds_acid_from	lysine--degradation	ornithine--degradation	D-ribose--builds_acid_from	lactose--builds_acid_from	alpha-cyclodextrin--builds_acid_from	hippurate--hydrolysis	glycogen--builds_acid_from	pullulan--builds_acid_from	melezitose--builds_acid_from	methyl_beta-D-glucopyranoside--builds_acid_from	D-tagatose--builds_acid_from	malate--assimilation	adipate--assimilation	decanoate--assimilation	gluconate--assimilation	maltose--assimilation	N-acetylglucosamine--assimilation	D-mannitol--assimilation	D-mannose--assimilation	L-arabinose--assimilation	D-glucose--assimilation	gelatin--hydrolysis	esculin--hydrolysis	D-glucose--fermentation	glycogen--fermentation	sucrose--fermentation	lactose--fermentation	maltose--fermentation	D-mannitol--fermentation	D-xylose--fermentation	D-ribose--fermentation	casein--hydrolysis	glucose--fermentation	starch--hydrolysis	acetate--assimilation	propionate--assimilation	glycerol--builds_acid_from	D-xylose--builds_acid_from	salicin--builds_acid_from	arginine--carbon_source	glucose--carbon_source	sorbitol--carbon_source	sucrose--carbon_source	xylose--carbon_source	gluconate--builds_acid_from	L-fucose--builds_acid_from	D-fucose--builds_acid_from	D-lyxose--builds_acid_from	turanose--builds_acid_from	gentiobiose--builds_acid_from	xylitol--builds_acid_from	starch--builds_acid_from	inulin--builds_acid_from	esculin--builds_acid_from	arbutin--builds_acid_from	amygdalin--builds_acid_from	N-acetylglucosamine--builds_acid_from	methyl_alpha-D-glucopyranoside--builds_acid_from	methyl_alpha-D-mannoside--builds_acid_from	D-sorbitol--builds_acid_from	galactitol--builds_acid_from	L-sorbose--builds_acid_from	D-mannose--builds_acid_from	D-fructose--builds_acid_from	D-galactose--builds_acid_from	methyl_beta-D-xylopyranoside--builds_acid_from	L-xylose--builds_acid_from	D-arabinose--builds_acid_from	erythritol--builds_acid_from	mannitol--builds_acid_from	rhamnose--builds_acid_from	5-dehydro-D-gluconate--builds_acid_from	phenylacetate--assimilation	potassium_2-dehydro-D-gluconate--builds_acid_from	potassium_gluconate--assimilation	sodium_citrate--assimilation	citrate--carbon_source	D-glucose--carbon_source	D-mannitol--carbon_source	D-sorbitol--carbon_source	formate--carbon_source	fructose--carbon_source	L-serine--carbon_source	succinate--carbon_source	trehalose--carbon_source	xylitol--carbon_source	dna--hydrolysis	tween_80--hydrolysis	pyruvate--carbon_source	2-dehydro-D-gluconate--builds_acid_from	glucose--builds_acid_from	esculin_ferric_citrate--builds_acid_from	potassium_gluconate--builds_acid_from	carboxymethylcellulose--hydrolysis	arabinose--carbon_source	gluconate--carbon_source	mannose--carbon_source	N-acetylglucosamine--carbon_source	galactose--carbon_source	gelatin--carbon_source	rhamnose--carbon_source	salicin--carbon_source	tween_20--carbon_source	tween_40--carbon_source	tween_80--carbon_source	acetate--carbon_source	glucose--NA	arabinose--NA	sucrose--NA	xylose--NA	myo-inositol--NA	mannitol--NA	fructose--NA	rhamnose--NA	raffinose--NA	cellulose--NA	tween_20--hydrolysis	arabinose--fermentation	turanose--fermentation	N-acetylglucosamine--fermentation	cellobiose--fermentation	trehalose--fermentation	D-fructose--fermentation	citrate--assimilation	mannitol--carbon_source	L-arabinose--carbon_source	methyl_D-glucoside--carbon_source	serine--carbon_source	Potassium_2-ketogluconate--builds_acid_from	ncbi_tax_id-subspecies	succinate--assimilation	triphenyltetrazolium_chloride--reduction	glutamate--carbon_source	leucine--carbon_source	malonate--carbon_source	L-arabinose--fermentation	amygdalin--fermentation	melibiose--fermentation	L-rhamnose--fermentation	sorbitol--fermentation	myo-inositol--fermentation	ribitol--carbon_source	asparagine--carbon_source	dextrin--carbon_source	glycerol--carbon_source	glycine--carbon_source	histidine--carbon_source	ribose--carbon_source	threonine--carbon_source	propionate--carbon_source	potassium_5-dehydro-D-gluconate--builds_acid_from	glucuronamide--carbon_source	tween_40--hydrolysis	tween_60--hydrolysis	cellulose--hydrolysis	hypoxanthine--hydrolysis	L-tyrosine--hydrolysis	xanthine--hydrolysis	D-fructose--carbon_source	D-ribose--carbon_source	D-xylose--carbon_source	fucose--carbon_source	myo-inositol--carbon_source	L-rhamnose--carbon_source	lactate--carbon_source	malate--carbon_source	proline--carbon_source	glucose--assimilation	glycogen--carbon_source	adipate--carbon_source	alanine--carbon_source	aspartate--carbon_source	methyl_pyruvate--carbon_source	ornithine--carbon_source	phenylacetate--carbon_source	chitin--hydrolysis	mannitol--assimilation	mannose--assimilation	L-alaninamide--carbon_source	inosine--carbon_source	D-fructose--assimilation	tyrosine--hydrolysis	nitrite--reduction	cellobiose--assimilation	D-galactose--assimilation	salicin--assimilation	sucrose--assimilation	trehalose--assimilation	D-sorbitol--assimilation	glycerol--assimilation	glycogen--assimilation	myo-inositol--assimilation	L-fucose--assimilation	lactose--assimilation	raffinose--assimilation	gentiobiose--carbon_source	L-aspartate--carbon_source	D-ribose--assimilation	L-rhamnose--assimilation	L-alanine--assimilation	L-histidine--assimilation	L-proline--assimilation	L-serine--assimilation	lactate--assimilation	melibiose--assimilation	3-hydroxybutyrate--carbon_source	turanose--carbon_source	ethanol--carbon_source	D-arabitol--carbon_source	L-arabitol--carbon_source	L-fucose--carbon_source	2-oxoglutarate--carbon_source	L-histidine--carbon_source	alpha-D-glucose--carbon_source	L-glutamate--carbon_source
GCF_000160075	Abiotrophia defectiva	Bacteria	0	0										0	0	0		0	0	0	0					0	0							0						0		0	0	0		0	0																																																																																																																																																																																																													
GCF_003151135	Abyssibacter profundi	Bacteria	0	1																		0	0	0	0	0	0	1	0			0	0	0			0			0	0			0		0		0	0	0	0		0	0	0	0	0	0	1										0		0			1	0	1							0	0	0	0	0	0	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0											0	1				0	1											1	1												1																																		0		1		0																		1			0			1																																				
GCF_017377855	Acanthopleuribacter pedis	Bacteria												0	0			0		0																													0	0	0	0	0	0	0	0	0	0	1	1	0																	1																																																																																							1																					1																						1																																												
GCF_000376245	Acaricomes phytoseiuli	Bacteria				1									0			1																																									1	0	0	0	0	0	0	0	0	0										1		1																																							1															1																																				1											1																																																																							
GCF_010131535	Acerihabitans arboris	Bacteria												0	1			0		0																													1	0	0	1	0	1	1	1	1	1	0	1	1																																																																																																																																																																																															
GCF_004359375	Acetilactobacillus jinshanensis	Bacteria				1				1	1																																																																																																								1								1																1																																																																																														1																			
GCF_900112085	Acetitomaculum ruminis	Bacteria																																																													0																																																																																																															0	1																																																																													
GCF_000179595	Acetivibrio cellulolyticus	Bacteria	0											0				0			0	1		0	0		0	0	0				0	0							0					0													1	1														0	0	0																								0																																																																																												1																																																												
GCF_000237085	Acetivibrio clariflavus	Bacteria								1					0																																						0						0	1									0		0																																																																																																																																						0									0	0								0	0	0		0	0	0		0	0										0										
GCF_004102745	Acetivibrio mesophilus	Bacteria																																																																																																																																																																																																																																																										
GCF_002844395	Acetivibrio saccincola	Bacteria								1				0				0																																																			0									1	1		1																																																							1																																																																																																																				
GCF_000521465	Acetivibrio straminisolvens	Bacteria													0																																													1																																																																																																																																																																																																
GCF_000015865	Acetivibrio thermocellus	Bacteria																										0																																																													0																		0																					0																																																																																																																												
GCF_000255615	Acetivibrio thermocellus	Bacteria																																																																																																																																																																																																																																																										
GCF_000184925	Acetivibrio thermocellus	Bacteria																																																																																																																																																																																																																																																										
GCF_001580535	Acetobacter cerevisiae	Bacteria																																																																																																																																																																																																																																																			0							
GCF_011516925	Acetobacter fabarum	Bacteria																																																																																																																																																																																																																																																										
GCF_011516865	Acetobacter ghanensis	Bacteria				0																																																																																																																																																																																1																																																																						
GCF_001580615	Acetobacter malorum	Bacteria				0																																																																																																																																																																																																																																															0							
GCF_000429165	Acetobacter nitrogenifigens	Bacteria			1		1								0																																																																																																					1	1																																																																															1		1																																																						
GCF_011516825	Acetobacter oeni	Bacteria				0																																																																																																																																																																																1																																																																						
GCF_011516825	Acetobacter oeni	Bacteria																																																																																																																																																																																																																																																										
GCF_000285275	Acetobacter pasteurianus	Bacteria																																																																																																																																																																																																																																																										
GCF_001580995	Acetobacter senegalensis	Bacteria				0																																																																																																																																																																																1																																																															1							
GCF_000266925	Acetomicrobium mobile	Bacteria																																																		1	0					1																																																																																																																																																													0			1									1																									
GCF_900107215	Acetomicrobium thermoterrenum	Bacteria																																																			0					1																																																																																																																																																													1			1									1																									
GCF_017052655	Acholeplasma equirhinis	Bacteria																0		0																																																																																																												1																																																																																																																												
GCF_902859965	Achromobacter aegrifaciens	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_900496965	Achromobacter agilis	Bacteria													1																																				0		0	0	0	0	0	0	0	0																																																		0															0																																				0																																												0															1				0	0																											
GCF_004121055	Achromobacter aloeverae	Bacteria												1	0					0																														0	0		0	0	0	0	0	0	0	0										0																																								0		0													1																													1							1																																																																																											
GCF_902859585	Achromobacter animicus	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902860125	Achromobacter animicus	Bacteria												0	1			0		0																													1	1	1	1	1	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902860025	Achromobacter animicus	Bacteria												0	1			0		0																													1	1	0	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902860145	Achromobacter anxifer	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902859705	Achromobacter deleyi	Bacteria													1																																			1	1		0	0	0	0	0		0	0																																																		1															0																																				1																																												0															0				0	0																											
GCF_001571365	Achromobacter denitrificans	Bacteria												0	1			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				0		0		0			0																																																																																															1												0	0	0	0	0	0																																																																										
GCF_902859985	Achromobacter denitrificans	Bacteria												0	1			0		0																													1	1	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902859975	Achromobacter dolens	Bacteria												0	1			0		0																													1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902860115	Achromobacter dolens	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	1	0	1	0	0	0																																																																																																																																																																																															
GCF_902860205	Achromobacter insolitus	Bacteria												0	1			0		0																													1	1	0	1	0	0	0	0	0	1	0	0	0																																																																																																																																																																																															
GCF_902859615	Achromobacter insolitus	Bacteria													1																																													0																																																																																																																																																																0																																
GCF_902860175	Achromobacter insolitus	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	0	0	1	0	0	0																																																																																																																																																																																															
GCF_902860165	Achromobacter insolitus	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	0	0	1	0	0	0																																																																																																																																																																																															
GCF_902860075	Achromobacter insuavis	Bacteria												0	1			0		0																													1	1	1	0	0	0	0	0	0	1	0	0	0																																																																																																																																																																																															
GCF_902859595	Achromobacter kerstersii	Bacteria													1																																			1			0	0	0	0	0	0	0	0																																																		1															0																																				1																																												0															0				0	0																											
GCF_902859635	Achromobacter marplatensis	Bacteria													1																																			1	1		0			0	0		0																																																			1																		0																																	1																																												0																																				1											
GCF_902859725	Achromobacter mucicolens	Bacteria												0	1			0		0																													1	1		1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
